Depart,Arrivee,Distance
JNB,KGL,2695253.31814
JRO,DAR,450095.146194
JRO,KGL,787200.85139
JUB,KGL,777783.124395
KGL,BJM,176149.900338
KGL,BRU,6362002.78645
KGL,BZV,1672115.62475
KGL,DAR,1143220.44328
KGL,DXB,4067241.70781
KGL,EBB,340023.68809
KGL,IST,4777213.13818
KGL,JNB,2695253.31814
KGL,JRO,787200.85139
KGL,JUB,777783.124395
KGL,KME,147431.692099
KGL,LBV,2320132.30965
KGL,LOS,3124809.64068
KGL,MBA,1074668.96183
KGL,NBO,757929.964115
KME,KGL,147431.692099
LBV,DLA,395935.431224
LBV,KGL,2320132.30965
LOS,ACC,400511.002592
LOS,KGL,3124809.64068
MBA,DXB,3674745.50082
MBA,KGL,1074668.96183
NBO,KGL,757929.964115
ABZ,BGO,548269.590121
ABZ,SVG,497010.48251
AES,BGO,256496.043987
ALF,HFT,79024.8268824
ALF,KKN,251142.694714
ALF,LKL,61718.123199
ALF,SOJ,94626.1464374
ALF,TOS,173758.871661
ALF,VDS,245988.623258
ANX,BOO,236568.278896
ANX,EVE,91618.340942
ANX,TOS,116508.070576
BGO,ABZ,548269.590121
BGO,AES,256496.043987
BGO,BNN,674468.375528
BGO,BOO,894377.794162
BGO,FDE,125674.77846
BGO,FRO,143846.176577
BGO,HAU,105427.439291
BGO,HOV,214719.30729
BGO,KRS,283739.733053
BGO,KSU,342116.223116
BGO,MOL,293304.940509
BGO,SKE,273007.837187
BGO,SOG,141755.930067
BGO,SVG,159280.865069
BGO,TOS,1220545.62213
BGO,TRF,307979.593656
BJF,BVG,39024.8386396
BJF,HFT,222123.009821
BJF,MEH,83232.8556069
BJF,VAW,57153.9321104
BJF,VDS,59789.5769453
BNN,BGO,674468.375528
BNN,MQN,137903.231775
BNN,OSL,588402.141684
BNN,SSJ,56308.2896888
BNN,TRD,231239.387888
BOO,ANX,236568.278896
BOO,BGO,894377.794162
BOO,BNN,222650.715645
BOO,EVE,166844.466859
BOO,LKN,103263.922188
BOO,MJF,172817.383191
BOO,MQN,100699.914451
BOO,NVK,181305.698799
BOO,RET,100845.036958
BOO,SKN,148439.817122
BOO,SSJ,168208.589594
BOO,SVJ,109071.132422
BOO,TOS,326271.242201
BOO,TRD,452686.066175
BVG,BJF,39024.8386396
BVG,HFT,196250.591857
BVG,MEH,46285.8029772
BVG,VDS,94501.1285558
CPH,HAU,607603.267412
CPH,KRS,399443.520124
CPH,MOL,849237.785442
CPH,TRF,421949.702594
EVE,ANX,91618.340942
EVE,BOO,166844.466859
EVE,TOS,159599.689525
EVE,TRD,616765.259083
FDE,BGO,125674.77846
FDE,OSL,318651.298722
FRO,BGO,143846.176577
FRO,FDE,44603.9582181
FRO,HOV,86151.9400793
FRO,KSU,223008.580184
FRO,OSL,363003.594275
GOT,OSL,289456.31282
HAA,HFT,60462.0777219
HAA,TOS,151168.944446
HAU,BGO,105427.439291
HAU,CPH,607603.267412
HFT,ALF,79024.8268824
HFT,BVG,196250.591857
HFT,HAA,60462.0777219
HFT,HVG,86098.3978217
HFT,MEH,156506.116
HFT,SOJ,142243.210846
HFT,TOS,210490.716725
HOV,BGO,214719.30729
HOV,FRO,86151.9400793
HOV,OSL,348150.601418
HOV,SOG,126931.053749
HVG,BVG,115975.61416
HVG,HFT,86098.3978217
HVG,MEH,72377.8541089
KKN,ALF,251142.694714
KKN,LKL,191724.58064
KKN,TOS,422652.892397
KKN,VAW,82571.8344181
KKN,VDS,37762.7205233
KRS,BGO,283739.733053
KRS,CPH,399443.520124
KRS,SVG,160506.618185
KRS,TRD,603917.434209
KSU,BGO,342116.223116
KSU,MOL,49746.8093003
KSU,SVG,485374.315961
KSU,TRD,159632.324272
LKL,TOS,235457.752781
LKN,BOO,103263.922188
LKN,RET,93885.5260691
LKN,SVJ,44916.4690967
MEH,ALF,202558.365538
MEH,BVG,46285.8029772
MEH,HFT,156506.116
MEH,HVG,72377.8541089
MEH,VDS,130706.414701
MJF,BOO,172817.383191
MJF,MQN,80982.6250435
MJF,OSY,164708.197478
MJF,SSJ,38976.19322
MJF,TRD,280736.870271
MOL,BGO,293304.940509
MOL,CPH,849237.785442
MOL,KSU,49746.8093003
MQN,BOO,100699.914451
MQN,MJF,80982.6250435
MQN,RVK,223067.710634
MQN,TRD,360150.581953
NCL,SVG,615589.76184
NVK,BOO,181305.698799
OSL,BNN,588402.141684
OSL,FDE,318651.298722
OSL,FRO,363003.594275
OSL,GOT,289456.31282
OSL,HOV,348150.601418
OSL,RRS,265456.088185
OSL,SDN,324727.044799
OSL,SOG,240811.79953
OSL,SSJ,644461.540704
OSY,MJF,164708.197478
OSY,RVK,45617.484955
OSY,TRD,117254.576062
RET,BOO,100845.036958
RET,LKN,93885.5260691
RRS,OSL,265456.088185
RVK,MQN,223067.710634
RVK,OSY,45617.484955
RVK,TRD,153907.833419
SDN,OSL,324727.044799
SDN,SOG,92811.1311337
SKE,BGO,273007.837187
SKN,ANX,90873.3980846
SKN,BOO,148439.817122
SKN,SVJ,40272.1928878
SKN,TOS,196926.400405
SOG,BGO,141755.930067
SOG,HOV,126931.053749
SOG,OSL,240811.79953
SOG,SDN,92811.1311337
SOJ,HFT,142243.210846
SOJ,TOS,79420.2102702
SSJ,BNN,56308.2896888
SSJ,BOO,168208.589594
SSJ,OSL,644461.540704
SSJ,TRD,287410.204655
SVG,ABZ,497010.48251
SVG,BGO,159280.865069
SVG,FRO,302880.106108
SVG,KRS,160506.618185
SVG,KSU,485374.315961
SVG,NCL,615589.76184
SVG,TRF,266567.182101
SVJ,BOO,109071.132422
SVJ,LKN,44916.4690967
SVJ,SKN,40272.1928878
TOS,ALF,173758.871661
TOS,ANX,116508.070576
TOS,BGO,1220545.62213
TOS,BOO,326271.242201
TOS,EVE,159599.689525
TOS,HAA,151168.944446
TOS,HFT,210490.716725
TOS,KKN,422652.892397
TOS,LKL,235457.752781
TOS,SKN,196926.400405
TOS,SOJ,79420.2102702
TOS,TRD,775841.391089
TOS,VDS,419572.37125
TRD,BNN,231239.387888
TRD,BOO,452686.066175
TRD,EVE,616765.259083
TRD,KRS,603917.434209
TRD,KSU,159632.324272
TRD,MJF,280736.870271
TRD,MQN,360150.581953
TRD,OSY,117254.576062
TRD,RVK,153907.833419
TRD,SSJ,287410.204655
TRD,TOS,775841.391089
TRD,TRF,476216.774996
TRF,BGO,307979.593656
TRF,CPH,421949.702594
TRF,SVG,266567.182101
TRF,TRD,476216.774996
VAW,BJF,57153.9321104
VAW,KKN,82571.8344181
VAW,VDS,55555.7969493
VDS,ALF,245988.623258
VDS,BJF,59789.5769453
VDS,HFT,240441.275381
VDS,KKN,37762.7205233
VDS,MEH,130706.414701
VDS,TOS,419572.37125
VDS,VAW,55555.7969493
YBX,YIF,105543.228209
YDP,YNP,
YDP,YYR,367978.674937
YHO,YNP,
YHO,YSO,66116.0827461
YHR,YIF,107431.101699
YHR,YNA,155899.743804
YHR,ZGS,
YHR,ZTB,29010.9432593
YIF,YBX,105543.228209
YIF,YHR,107431.101699
YIF,ZLT,47816.5145324
YMN,YRG,110244.492259
YMN,YSO,42457.4099935
YNA,YHR,155899.743804
YNA,YZV,318544.920739
YNA,ZGS,
YNA,ZKG,37260.4145775
YNP,YDP,
YNP,YHO,
YRG,YMN,110244.492259
YRG,YYR,160942.798944
YSO,YHO,66116.0827461
YSO,YMN,42457.4099935
YYR,YDP,367978.674937
YYR,YRG,160942.798944
YZV,YNA,318544.920739
YZV,ZGS,
ZGS,YHR,
ZGS,YNA,
ZGS,YZV,
ZGS,ZKG,
ZKG,YNA,37260.4145775
ZKG,ZGS,
ZLT,YIF,47816.5145324
ZLT,ZTB,33560.1264774
ZTB,YHR,29010.9432593
ZTB,ZLT,33560.1264774
AXA,SXM,19089.5882321
CUR,SDQ,698096.541091
DOM,PTP,83627.1982653
DOM,SXM,337600.624765
EIS,SXM,157964.588163
EUX,SXM,62073.9513778
NEV,SKB,18019.8857913
NEV,SXM,107943.789819
PTP,DOM,83627.1982653
SAB,SXM,45556.71202
SBH,SAB,50060.635545
SBH,SXM,33060.3564632
SDQ,CUR,698096.541091
SDQ,SXM,694116.692981
SKB,NEV,18019.8857913
SKB,SXM,91070.4768051
SXM,AXA,19089.5882321
SXM,DOM,337600.624765
SXM,EIS,157964.588163
SXM,EUX,62073.9513778
SXM,NEV,107943.789819
SXM,SAB,45556.71202
SXM,SBH,33060.3564632
SXM,SDQ,694116.692981
SXM,SKB,91070.4768051
ABQ,BWI,2682057.05714
ABQ,DAL,932078.572069
ABQ,DEN,562656.41898
ABQ,HOU,1220627.60798
ABQ,LAS,781120.700712
ABQ,LAX,1087561.87081
ABQ,MCI,1154197.09414
ABQ,MDW,1800945.0736
ABQ,OAK,1427199.30277
ABQ,PDX,1786611.42475
ABQ,PHX,527660.82032
ABQ,SAN,1009205.07097
ABQ,SEA,1897325.69619
ALB,BWI,464448.297886
ALB,FLL,1942110.80945
ALB,LAS,3591539.47002
ALB,MCO,1729035.53657
ALB,MDW,1151599.94632
ALB,TPA,1821014.46794
AMA,DAL,519188.779975
AMA,DEN,578615.797292
AMA,LAS,1217749.23916
ATL,AUA,2767155.82425
ATL,AUS,1305992.8514
ATL,BDL,1382313.31301
ATL,BOS,1521554.55046
ATL,BWI,927521.889273
ATL,CAK,851297.907101
ATL,CHS,416056.341805
ATL,CMH,720399.962563
ATL,CUN,1421657.03693
ATL,DAY,696956.435007
ATL,DCA,880086.721645
ATL,DEN,1926633.47798
ATL,DTW,958200.329111
ATL,FLL,936441.380342
ATL,HOU,1118182.58876
ATL,IND,696266.881862
ATL,JAX,434451.543709
ATL,LAS,2804853.13143
ATL,LAX,3125785.73436
ATL,LGA,1224866.15603
ATL,MBJ,1802942.3317
ATL,MCI,1113377.57804
ATL,MCO,650737.45852
ATL,MDW,951956.955456
ATL,MKE,1078354.00107
ATL,MSP,1459712.17384
ATL,MSY,683578.369439
ATL,NAS,1169440.72567
ATL,OKC,1221650.58631
ATL,ORF,829702.067844
ATL,PBI,878002.814593
ATL,PHL,1071589.39489
ATL,PHX,2549046.03878
ATL,PIT,847972.956003
ATL,PUJ,2313450.26531
ATL,RDU,572248.504555
ATL,RIC,773176.920792
ATL,RSW,830268.007127
ATL,SAN,3037656.2252
ATL,SAT,1404700.05659
ATL,SDF,518094.041074
ATL,SFO,3434710.83093
ATL,SJU,2490937.52445
ATL,STL,779007.217528
ATL,TPA,654954.662193
AUA,ATL,2767155.82425
AUS,ATL,1305992.8514
AUS,BNA,1215972.75194
AUS,BWI,2157030.79458
AUS,DAL,304973.744862
AUS,DCA,2114361.22086
AUS,DEN,1248824.98791
AUS,ELP,848834.995306
AUS,EWR,2416910.27646
AUS,FLL,1775669.29048
AUS,HOU,238379.475036
AUS,HRL,441004.805867
AUS,LAS,1751143.45355
AUS,LAX,1994355.28468
AUS,LBB,549797.804252
AUS,MCO,1597010.05522
AUS,MDW,1565157.90859
AUS,MSY,713292.770122
AUS,OAK,2405300.3464
AUS,PHX,1400867.42955
AUS,SAN,1870020.36631
AUS,SJC,2371413.10676
AUS,TPA,1490251.50001
BDL,ATL,1382313.31301
BDL,BWI,455721.949914
BDL,DEN,2682915.72054
BDL,FLL,1891891.4422
BDL,LAS,3688326.66673
BDL,MCO,1692211.94189
BDL,MDW,1246422.7232
BDL,RSW,1902187.36594
BDL,TPA,1790540.0265
BHM,BWI,1096537.67829
BHM,DAL,942512.677811
BHM,HOU,916920.125883
BHM,LAS,2598158.36821
BHM,MCO,771185.220708
BHM,MDW,918555.357939
BHM,TPA,740480.467677
BKG,DAL,528416.514767
BKG,HOU,789785.973476
BKG,MDW,749289.253988
BNA,AUS,1215972.75194
BNA,BOS,1514299.28513
BNA,BWI,943642.094611
BNA,CHS,705817.930806
BNA,CLE,721434.515769
BNA,CMH,543383.260895
BNA,DEN,1627600.30127
BNA,DTW,734967.874002
BNA,ECP,648203.483274
BNA,EWR,1201012.93213
BNA,FLL,1277943.95227
BNA,GSP,426083.430711
BNA,HOU,1078011.13072
BNA,JAX,778835.379819
BNA,LAS,2548885.7311
BNA,LAX,2886326.035
BNA,LGA,1227678.18476
BNA,MCI,789623.241193
BNA,MCO,992997.312782
BNA,MDW,636329.538682
BNA,MSY,758831.483733
BNA,PHL,1084299.51718
BNA,PHX,2326291.45857
BNA,PIT,742627.416333
BNA,PNS,630138.549399
BNA,RDU,710163.806803
BNA,SAN,2812046.17428
BNA,SAT,1321622.01371
BNA,STL,437414.681433
BNA,TPA,986455.67738
BOI,DEN,1042178.11088
BOI,GEG,462324.585595
BOI,LAS,837202.299224
BOI,OAK,823055.043669
BOI,PHX,1184092.31854
BOS,ATL,1521554.55046
BOS,BNA,1514299.28513
BOS,BWI,594063.742606
BOS,CAK,881536.776609
BOS,DEN,2815748.80475
BOS,HOU,2586916.06624
BOS,MCI,2016851.84808
BOS,MCO,1805980.4815
BOS,MDW,1381512.84415
BOS,MKE,1380521.91963
BOS,STL,1680597.12175
BUF,BWI,452978.812542
BUF,FLL,1880061.94868
BUF,LAS,3189482.93495
BUF,MCO,1630033.52053
BUF,MDW,751760.138336
BUF,PHX,3070682.58672
BUF,TPA,1698772.22492
BUR,DEN,1366105.61976
BUR,LAS,358679.322738
BUR,OAK,523413.493821
BUR,PHX,592416.926078
BUR,SJC,476725.418204
BUR,SMF,577276.965089
BWI,ABQ,2682057.05714
BWI,ALB,464448.297886
BWI,ATL,927521.889273
BWI,AUS,2157030.79458
BWI,BDL,455721.949914
BWI,BHM,1096537.67829
BWI,BNA,943642.094611
BWI,BOS,594063.742606
BWI,BUF,452978.812542
BWI,CHS,760796.176057
BWI,CLE,504801.229497
BWI,CLT,580705.258356
BWI,CMH,540987.704536
BWI,DAY,652347.539846
BWI,DEN,2393559.98121
BWI,DTW,656739.165376
BWI,ECP,1287040.77672
BWI,FLL,1492708.11178
BWI,FNT,727179.304461
BWI,GRR,848729.860679
BWI,GSP,684715.616622
BWI,HOU,2003313.16185
BWI,IND,828352.121874
BWI,ISP,353309.720429
BWI,JAX,1068030.1296
BWI,LAS,3381140.39547
BWI,LAX,3739915.84836
BWI,LIT,1465708.95854
BWI,MCI,1551651.75193
BWI,MCO,1268992.99653
BWI,MDW,980544.23925
BWI,MEM,1264912.67193
BWI,MHT,605616.985805
BWI,MKE,1029494.53229
BWI,MSY,1606161.31015
BWI,OKC,1894453.58805
BWI,ORF,256885.055796
BWI,PBI,1425097.23451
BWI,PHX,3209698.77843
BWI,PIT,337685.624799
BWI,PVD,527124.654492
BWI,PWM,726475.408955
BWI,RDU,411529.481769
BWI,ROC,446474.074748
BWI,RSW,1482851.16465
BWI,SAN,3685579.15485
BWI,SAT,2261958.82072
BWI,SDF,794699.757509
BWI,SEA,3748159.49743
BWI,SJU,2524506.18924
BWI,SLC,2993471.91683
BWI,STL,1184485.56015
BWI,TPA,1357904.4114
CAK,ATL,851297.907101
CAK,BOS,881536.776609
CAK,DEN,1965210.62432
CAK,LGA,636702.725371
CAK,MCO,1388509.4152
CAK,TPA,1442368.55841
CHS,BNA,705817.930806
CHS,BWI,760796.176057
CHS,HOU,1491223.36586
CHS,MDW,1199397.67957
CLE,BNA,721434.515769
CLE,BWI,504801.229497
CLE,LAS,2929436.94532
CLE,MDW,492483.007386
CLT,BWI,580705.258356
CLT,HOU,1479124.85213
CLT,MCO,755203.260784
CLT,MDW,940144.760713
CMH,ATL,720399.962563
CMH,BNA,543383.260895
CMH,BWI,540987.704536
CMH,DEN,1852658.88903
CMH,FLL,1569110.34597
CMH,LAS,2842814.6022
CMH,MCO,1294508.76019
CMH,MDW,454273.672477
CMH,PHX,2682803.38915
CMH,RSW,1500571.18665
CMH,STL,657419.109267
CMH,TPA,1337246.32853
CRP,HOU,300726.842714
CUN,ATL,1421657.03693
DAL,ABQ,932078.572069
DAL,AMA,519188.779975
DAL,AUS,304973.744862
DAL,BHM,942512.677811
DAL,BKG,528416.514767
DAL,ELP,902168.659238
DAL,HOU,386122.234198
DAL,HRL,740031.783971
DAL,ICT,536649.09578
DAL,LBB,471009.871687
DAL,LIT,476044.113429
DAL,MAF,512235.077793
DAL,MCI,742483.460186
DAL,MSY,701341.172122
DAL,OKC,291370.85968
DAL,SAT,399271.306746
DAL,STL,878332.324762
DAL,TUL,382953.248492
DAY,ATL,696956.435007
DAY,BWI,652347.539846
DAY,DEN,1741436.21896
DAY,MCO,1303314.37166
DAY,TPA,1335224.16399
DCA,ATL,880086.721645
DCA,AUS,2114361.22086
DCA,HOU,1958830.62558
DCA,MCI,1524241.60903
DCA,MKE,1018860.48405
DCA,RSW,1438264.07387
DCA,STL,1154380.59918
DEN,ABQ,562656.41898
DEN,AMA,578615.797292
DEN,ATL,1926633.47798
DEN,AUS,1248824.98791
DEN,BDL,2682915.72054
DEN,BNA,1627600.30127
DEN,BOI,1042178.11088
DEN,BOS,2815748.80475
DEN,BUR,1366105.61976
DEN,BWI,2393559.98121
DEN,CAK,1965210.62432
DEN,CMH,1852658.88903
DEN,DAY,1741436.21896
DEN,DTW,1802314.04556
DEN,EWR,2576425.43104
DEN,FLL,2739042.28547
DEN,GEG,1342899.2234
DEN,GRR,1629093.71232
DEN,HOU,1421887.38819
DEN,IAD,2331708.23421
DEN,IND,1567634.36097
DEN,JAX,2324933.56086
DEN,LAS,1009370.66468
DEN,LAX,1385127.14281
DEN,LGA,2599824.13205
DEN,MCI,855388.189723
DEN,MCO,2486358.95602
DEN,MDW,1437354.86762
DEN,MKE,1437986.33609
DEN,MSP,1092368.15266
DEN,MSY,1708094.31226
DEN,OAK,1536760.59839
DEN,OKC,796300.243079
DEN,OMA,758157.623229
DEN,ONT,1315729.05902
DEN,PDX,1592127.4253
DEN,PHL,2500402.24069
DEN,PHX,968500.22741
DEN,PIT,2070973.98416
DEN,RDU,2306483.87675
DEN,RNO,1290882.7115
DEN,SAN,1371287.44036
DEN,SAT,1279944.21733
DEN,SDF,1643595.66557
DEN,SEA,1645077.24714
DEN,SFO,1552750.3989
DEN,SJC,1522310.83836
DEN,SLC,627556.703067
DEN,SMF,1459722.43062
DEN,SNA,1359689.16716
DEN,STL,1235522.25387
DEN,TPA,2422526.43156
DEN,TUL,870042.719605
DEN,TUS,1028802.56153
DFW,RSW,1634275.48953
DSM,LAS,1952222.81754
DSM,MDW,491724.331154
DTW,ATL,958200.329111
DTW,BNA,734967.874002
DTW,BWI,656739.165376
DTW,DEN,1802314.04556
DTW,LAS,2808043.48717
DTW,MDW,366551.105745
DTW,PHX,2683949.15639
DTW,STL,707105.996958
ECP,BNA,648203.483274
ECP,BWI,1287040.77672
ECP,HOU,916119.117812
ECP,STL,1023957.85958
ELP,AUS,848834.995306
ELP,DAL,902168.659238
ELP,HOU,1087213.62091
ELP,LAS,937970.654969
ELP,LAX,1147577.13869
ELP,PHX,557709.010328
ELP,SAT,797194.975835
EWR,AUS,2416910.27646
EWR,BNA,1201012.93213
EWR,DEN,2576425.43104
EWR,HOU,2269033.36816
EWR,MDW,1141079.26413
EWR,MSY,1877433.54979
EWR,PHX,3425335.53429
EWR,STL,1400349.72329
EYW,MCO,433015.69621
EYW,MSY,1034303.60581
EYW,TPA,387959.62869
FLL,ALB,1942110.80945
FLL,ATL,936441.380342
FLL,AUS,1775669.29048
FLL,BDL,1891891.4422
FLL,BNA,1277943.95227
FLL,BUF,1880061.94868
FLL,BWI,1492708.11178
FLL,CMH,1569110.34597
FLL,DEN,2739042.28547
FLL,HOU,1537823.36009
FLL,IND,1620859.058
FLL,ISP,1761452.24729
FLL,JAX,514090.8539
FLL,LAS,3492118.51264
FLL,MCI,1999542.60198
FLL,MDW,1880685.63034
FLL,MKE,2003784.10109
FLL,MSY,1082827.25606
FLL,PHL,1600634.11947
FLL,PHX,3168866.57389
FLL,PIT,1603323.83743
FLL,PVD,1916170.5754
FLL,RDU,1097975.36696
FLL,SJU,1683715.895
FLL,STL,1702254.46357
FLL,TPA,316798.402791
FNT,BWI,727179.304461
FNT,LAS,2782548.12975
FNT,MCO,1631012.44325
FNT,TPA,1670354.75606
GEG,BOI,462324.585595
GEG,DEN,1342899.2234
GEG,LAS,1298067.95493
GEG,OAK,1164893.24436
GEG,PHX,1643862.76143
GRR,BWI,848729.860679
GRR,DEN,1629093.71232
GRR,MCO,1650810.85031
GRR,STL,614196.411738
GRR,TPA,1679076.21325
GSP,BNA,426083.430711
GSP,BWI,684715.616622
GSP,HOU,1358066.76355
GSP,MDW,905017.776202
HOU,ABQ,1220627.60798
HOU,ATL,1118182.58876
HOU,AUS,238379.475036
HOU,BHM,916920.125883
HOU,BKG,789785.973476
HOU,BNA,1078011.13072
HOU,BOS,2586916.06624
HOU,BWI,2003313.16185
HOU,CHS,1491223.36586
HOU,CLT,1479124.85213
HOU,CRP,300726.842714
HOU,DAL,386122.234198
HOU,DCA,1958830.62558
HOU,DEN,1421887.38819
HOU,ECP,916119.117812
HOU,ELP,1087213.62091
HOU,EWR,2269033.36816
HOU,FLL,1537823.36009
HOU,GSP,1358066.76355
HOU,HRL,445851.395307
HOU,IND,1387264.40042
HOU,JAN,577725.381106
HOU,JAX,1310468.08747
HOU,LAS,1984678.18275
HOU,LAX,2232397.5018
HOU,LGA,2295584.15464
HOU,LIT,634104.87731
HOU,MAF,708706.332311
HOU,MCI,1074516.00016
HOU,MCO,1363999.53252
HOU,MDW,1509798.96026
HOU,MEM,779614.682115
HOU,MSY,485877.739305
HOU,OAK,2638353.43656
HOU,OKC,675104.478359
HOU,PHX,1638654.39006
HOU,PIT,1819909.22137
HOU,PNS,784048.557285
HOU,RDU,1687632.97462
HOU,SAN,2108390.98714
HOU,SAT,308778.213368
HOU,SNA,2179753.03592
HOU,STL,1107875.32768
HOU,TPA,1254954.52715
HOU,TUL,730866.998141
HRL,AUS,441004.805867
HRL,DAL,740031.783971
HRL,HOU,445851.395307
HRL,SAT,376152.970717
IAD,DEN,2331708.23421
IAD,MDW,927081.987922
ICT,DAL,536649.09578
ICT,LAS,1583572.84839
ICT,MDW,946312.783557
IND,ATL,696266.881862
IND,BWI,828352.121874
IND,DEN,1567634.36097
IND,FLL,1620859.058
IND,HOU,1387264.40042
IND,LAS,2552884.52424
IND,MCI,723562.093821
IND,MCO,1335893.92317
IND,PHX,2390831.95357
IND,RSW,1524814.94241
IND,TPA,1350675.34462
ISP,BWI,353309.720429
ISP,FLL,1761452.24729
ISP,MCO,1565047.47194
ISP,PBI,1695772.15813
ISP,TPA,1665306.22064
JAN,HOU,577725.381106
JAN,MCO,944876.964166
JAN,MDW,1073416.22948
JAX,ATL,434451.543709
JAX,BNA,778835.379819
JAX,BWI,1068030.1296
JAX,DEN,2324933.56086
JAX,FLL,514090.8539
JAX,HOU,1310468.08747
JAX,LAS,3155813.84075
JAX,MDW,1367669.40515
LAS,ABQ,781120.700712
LAS,ALB,3591539.47002
LAS,AMA,1217749.23916
LAS,ATL,2804853.13143
LAS,AUS,1751143.45355
LAS,BDL,3688326.66673
LAS,BHM,2598158.36821
LAS,BNA,2548885.7311
LAS,BOI,837202.299224
LAS,BUF,3189482.93495
LAS,BUR,358679.322738
LAS,BWI,3381140.39547
LAS,CLE,2929436.94532
LAS,CMH,2842814.6022
LAS,DEN,1009370.66468
LAS,DSM,1952222.81754
LAS,DTW,2808043.48717
LAS,ELP,937970.654969
LAS,FLL,3492118.51264
LAS,FNT,2782548.12975
LAS,GEG,1298067.95493
LAS,HOU,1984678.18275
LAS,ICT,1583572.84839
LAS,IND,2552884.52424
LAS,JAX,3155813.84075
LAS,LAX,379976.533022
LAS,LBB,1244257.57344
LAS,LIT,2078632.66278
LAS,MAF,1277940.80669
LAS,MCI,1829509.29446
LAS,MCO,3276115.45818
LAS,MDW,2441907.52921
LAS,MKE,2446973.47814
LAS,MSY,2409585.79213
LAS,OAK,654293.621334
LAS,OKC,1583860.73195
LAS,OMA,1764923.26328
LAS,ONT,316722.849046
LAS,PDX,1227639.21102
LAS,PHL,3494432.80392
LAS,PHX,410889.425688
LAS,PIT,3066585.46799
LAS,RDU,3252842.89145
LAS,RNO,555777.520935
LAS,SAN,416390.058592
LAS,SAT,1717485.18617
LAS,SDF,2607293.04703
LAS,SEA,1395115.75586
LAS,SFO,664861.334705
LAS,SJC,620456.986262
LAS,SLC,591961.37796
LAS,SMF,638648.206863
LAS,SNA,364466.116717
LAS,STL,2201886.15745
LAS,TPA,3187470.20944
LAS,TUL,1727105.86129
LAS,TUS,586921.522674
LAX,ABQ,1087561.87081
LAX,ATL,3125785.73436
LAX,AUS,1994355.28468
LAX,BNA,2886326.035
LAX,BWI,3739915.84836
LAX,DEN,1385127.14281
LAX,ELP,1147577.13869
LAX,HOU,2232397.5018
LAX,LAS,379976.533022
LAX,MCI,2189657.28665
LAX,MDW,2811536.37423
LAX,MKE,2820595.96715
LAX,MSY,2682860.36637
LAX,OAK,542734.186187
LAX,PHX,594407.081705
LAX,RNO,629616.691636
LAX,SAT,1944655.46786
LAX,SFO,543172.835017
LAX,SJC,495723.856178
LAX,SLC,949328.221816
LAX,SMF,600407.045886
LAX,STL,2556766.05041
LAX,TUS,724931.24809
LBB,AUS,549797.804252
LBB,DAL,471009.871687
LBB,LAS,1244257.57344
LGA,ATL,1224866.15603
LGA,BNA,1227678.18476
LGA,CAK,636702.725371
LGA,DEN,2599824.13205
LGA,HOU,2295584.15464
LGA,MDW,1163930.54817
LGA,MKE,1184663.09952
LGA,STL,1425846.50759
LIT,BWI,1465708.95854
LIT,DAL,476044.113429
LIT,HOU,634104.87731
LIT,LAS,2078632.66278
LIT,MDW,876100.014527
LIT,PHX,1825058.67712
MAF,DAL,512235.077793
MAF,HOU,708706.332311
MAF,LAS,1277940.80669
MBJ,ATL,1802942.3317
MCI,ABQ,1154197.09414
MCI,ATL,1113377.57804
MCI,BNA,789623.241193
MCI,BOS,2016851.84808
MCI,BWI,1551651.75193
MCI,DAL,742483.460186
MCI,DCA,1524241.60903
MCI,DEN,855388.189723
MCI,FLL,1999542.60198
MCI,HOU,1074516.00016
MCI,IND,723562.093821
MCI,LAS,1829509.29446
MCI,LAX,2189657.28665
MCI,MCO,1726085.98528
MCI,MDW,649802.678329
MCI,MKE,700180.167613
MCI,MSP,633008.000332
MCI,MSY,1111572.76445
MCI,OAK,2390572.9224
MCI,PDX,2378744.01652
MCI,PHX,1676894.49546
MCI,SAN,2142266.13288
MCI,STL,380143.969875
MCI,TPA,1686848.75665
MCO,ALB,1729035.53657
MCO,ATL,650737.45852
MCO,AUS,1597010.05522
MCO,BDL,1692211.94189
MCO,BHM,771185.220708
MCO,BNA,992997.312782
MCO,BOS,1805980.4815
MCO,BUF,1630033.52053
MCO,BWI,1268992.99653
MCO,CAK,1388509.4152
MCO,CLT,755203.260784
MCO,CMH,1294508.76019
MCO,DAY,1303314.37166
MCO,DEN,2486358.95602
MCO,EYW,433015.69621
MCO,FNT,1631012.44325
MCO,GRR,1650810.85031
MCO,HOU,1363999.53252
MCO,IND,1335893.92317
MCO,ISP,1565047.47194
MCO,JAN,944876.964166
MCO,LAS,3276115.45818
MCO,MCI,1726085.98528
MCO,MDW,1595407.00007
MCO,MEM,1100299.40907
MCO,MHT,1839689.09012
MCO,MKE,1719004.05683
MCO,MSP,2110432.47841
MCO,MSY,885519.051852
MCO,ORF,1055308.21889
MCO,PHL,1388558.89894
MCO,PHX,2969649.63111
MCO,PIT,1344832.79846
MCO,PVD,1728620.05549
MCO,RDU,861451.501937
MCO,RIC,1075304.2325
MCO,ROC,1665559.31717
MCO,SAT,1672230.53452
MCO,SDF,1158641.29282
MCO,SJU,1913326.14471
MCO,STL,1419932.15958
MDW,ABQ,1800945.0736
MDW,ALB,1151599.94632
MDW,ATL,951956.955456
MDW,AUS,1565157.90859
MDW,BDL,1246422.7232
