Depart,Arrivee,Distance
XMN,CSX,634994.371081
XMN,CTU,1548827.38388
XMN,CZX,837046.714062
XMN,KMG,1553253.27226
XMN,KOW,353563.287396
XMN,XIY,1425336.3344
XNN,CKG,869482.087696
XNN,CTU,684575.571104
XNN,LXA,1312127.8177
XNN,MIG,619121.296905
XNN,XIY,649766.374472
XNN,ZHY,299568.554806
XUZ,CTU,1297615.52983
XUZ,DLC,664619.022776
XUZ,HRB,1491999.9694
XUZ,KMG,1720117.42865
XUZ,KWE,1301234.36926
XUZ,SHE,968930.674116
YBP,SYX,1267905.00133
YBP,XIY,743401.146489
YIH,CKG,473194.259154
YIH,CTU,717000.983308
YIH,HKG,961758.520608
YTY,CTU,1508568.28594
YVR,SHE,8035130.68357
ZHA,CKG,1016408.83371
ZHA,HKG,386915.592072
ZHY,PEK,1027807.62251
ZHY,XNN,299568.554806
ZUH,CZX,1269974.30034
ZUH,HAK,380493.914391
LAS,LAX,379976.533022
LAX,LAS,379976.533022
CAI,TLV,392484.382265
TLV,CAI,392484.382265
MCG,NIB,62066.4835697
MCG,TCT,24192.2163101
NIB,MCG,62066.4835697
TCT,TLJ,10164.1108303
TLJ,MCG,19850.7631678
EYK,VKO,1858914.36709
NCU,VKO,2168571.63999
NUX,TJM,1139292.14808
NUX,UFA,1686814.32341
NUX,VKO,2360514.54129
NYM,OVS,646201.456704
NYM,VKO,2186235.54699
OVS,NYM,646201.456704
OVS,SVX,533453.654742
OVS,VKO,1645181.51906
SVX,OVS,533453.654742
TJM,NUX,1139292.14808
UCT,VKO,1251272.47163
UFA,NUX,1686814.32341
VKO,EYK,1858914.36709
VKO,NCU,2168571.63999
VKO,NUX,2360514.54129
VKO,NYM,2186235.54699
VKO,OVS,1645181.51906
VKO,UCT,1251272.47163
BKK,DAC,1568342.55429
BZL,DAC,116320.927445
CCU,CGP,348881.213172
CCU,DAC,239160.780081
CGP,CCU,348881.213172
CGP,DAC,228865.867623
CGP,MCT,3429339.74604
CXB,DAC,310671.662453
DAC,BKK,1568342.55429
DAC,BZL,116320.927445
DAC,CCU,239160.780081
DAC,CGP,228865.867623
DAC,CXB,310671.662453
DAC,DXB,3536929.05789
DAC,JED,5231025.22224
DAC,JSR,145892.287215
DAC,KTM,661786.0324
DAC,KUL,2642339.33984
DAC,MCT,3262234.55675
DAC,SPD,260707.484346
DAC,ZYL,193992.689432
DXB,DAC,3536929.05789
JED,DAC,5231025.22224
JSR,DAC,145892.287215
KTM,DAC,661786.0324
KUL,DAC,2642339.33984
MCT,CGP,3429339.74604
MCT,DAC,3262234.55675
RJH,DAC,192429.969294
SPD,DAC,260707.484346
SPD,RJH,149919.355628
ZYL,DAC,193992.689432
YGZ,YRB,383412.637651
YRB,YGZ,383412.637651
DFW,EZE,8533651.19195
EZE,DFW,8533651.19195
EZE,JFK,8534821.82883
EZE,MIA,7118919.66589
EZE,PUJ,6026815.09072
JFK,EZE,8534821.82883
MIA,EZE,7118919.66589
MIA,PUJ,1466294.68807
PUJ,EZE,6026815.09072
PUJ,MIA,1466294.68807
YEG,YXY,1528585.79954
YLW,YVR,287227.981413
YLW,YXY,1545739.66958
YOW,YZF,3099709.55185
YVR,YLW,287227.981413
YVR,YXY,1483317.22125
YXY,YLW,1545739.66958
YXY,YVR,1483317.22125
YXY,YYC,1677913.66725
YXY,YZF,1103695.40563
YYC,YEG,246002.527406
YZF,YOW,3099709.55185
YZF,YXY,1103695.40563
ACA,MEX,306509.070561
ACA,TLC,287571.295422
AGU,MEX,421688.767171
BOG,MEX,3158902.19166
CEN,MEX,1408827.5718
CJS,MEX,1543189.96649
CME,MEX,769335.890387
CPE,MEX,898662.812902
CTM,MEX,1134469.43144
CUL,MEX,1048536.16601
CUN,MEX,1284359.68986
CUN,MTY,1448332.85502
CUN,TLC,1337300.26918
CUU,MEX,1244823.41362
CZM,MEX,1274766.17356
GDL,MEX,459124.290598
GDL,MTY,669976.13748
GDL,SAT,1114118.0866
GDL,SJD,723234.965329
GDL,SNA,2048675.14792
GDL,TIJ,1902384.94963
GUA,MEX,1056367.60831
HAV,MEX,1770726.90722
HMO,MEX,1618921.11398
HUX,MEX,504325.097999
JFK,MEX,3365331.38365
LAP,MEX,1274239.72571
LAS,MTY,1832178.91648
LAS,TLC,2405492.74124
MEX,ACA,306509.070561
MEX,AGU,421688.767171
MEX,BOG,3158902.19166
MEX,CEN,1408827.5718
MEX,CJS,1543189.96649
MEX,CME,769335.890387
MEX,CPE,898662.812902
MEX,CTM,1134469.43144
MEX,CUL,1048536.16601
MEX,CUN,1284359.68986
MEX,CUU,1244823.41362
MEX,CZM,1274766.17356
MEX,GDL,459124.290598
MEX,GUA,1056367.60831
MEX,HAV,1770726.90722
MEX,HMO,1618921.11398
MEX,HUX,504325.097999
MEX,JFK,3365331.38365
MEX,LAP,1274239.72571
MEX,MIA,2050713.8441
MEX,MID,996433.004298
MEX,MTT,495519.806066
MEX,MTY,713161.311077
MEX,MZT,852439.795516
MEX,OAX,367085.698852
MEX,PQM,
MEX,PVR,660310.96983
MEX,REX,735935.505494
MEX,SAT,1124424.91656
MEX,SJD,1177628.52522
MEX,SJO,1910424.69211
MEX,SNA,2442168.52058
MEX,TAM,341828.393345
MEX,TGZ,714721.422179
MEX,TIJ,2301002.79111
MEX,TRC,814400.882844
MEX,VER,304480.301937
MEX,VSA,677823.206656
MEX,ZCL,537139.127724
MEX,ZIH,324085.768043
MEX,ZLO,576709.283488
MIA,MEX,2050713.8441
MID,MEX,996433.004298
MTT,MEX,495519.806066
MTY,CUN,1448332.85502
MTY,GDL,669976.13748
MTY,LAS,1832178.91648
MTY,MEX,713161.311077
MTY,SAT,447590.128011
MTY,TLC,718399.637273
MZT,MEX,852439.795516
OAX,MEX,367085.698852
PQM,MEX,
PVR,MEX,660310.96983
PVR,TLC,612746.657772
REX,MEX,735935.505494
SAT,GDL,1114118.0866
SAT,MEX,1124424.91656
SAT,MTY,447590.128011
SAT,TLC,1139207.70007
SJD,GDL,723234.965329
SJD,MEX,1177628.52522
SJD,TLC,1134288.57259
SJO,MEX,1910424.69211
SNA,GDL,2048675.14792
SNA,MEX,2442168.52058
TAM,MEX,341828.393345
TGZ,MEX,714721.422179
TIJ,GDL,1902384.94963
TIJ,MEX,2301002.79111
TLC,ACA,287571.295422
TLC,CUN,1337300.26918
TLC,LAS,2405492.74124
TLC,MTY,718399.637273
TLC,PVR,612746.657772
TLC,SAT,1139207.70007
TLC,SJD,1134288.57259
TLC,ZIH,277778.889749
TRC,MEX,814400.882844
VER,MEX,304480.301937
VSA,MEX,677823.206656
ZCL,MEX,537139.127724
ZIH,MEX,324085.768043
ZIH,TLC,277778.889749
ZLO,MEX,576709.283488
DEL,HEA,1543026.52767
DEL,KBL,1001285.95087
DXB,KBL,1686392.01236
HEA,DEL,1543026.52767
HEA,ISB,1004844.16162
HEA,KBL,641957.37724
ISB,HEA,1004844.16162
ISB,KBL,373135.515872
KBL,DEL,1001285.95087
KBL,DXB,1686392.01236
KBL,HEA,641957.37724
KBL,ISB,373135.515872
KBL,MZR,299037.862608
MZR,KBL,299037.862608
AYT,ZRH,2165567.55246
BSL,HRG,3216438.64688
HRG,BSL,3216438.64688
HRG,ZRH,3146388.40838
PRN,ZRH,1120227.35091
RMF,ZRH,3337442.8081
SKP,ZRH,1198296.72891
ZRH,AYT,2165567.55246
ZRH,HRG,3146388.40838
ZRH,PRN,1120227.35091
ZRH,RMF,3337442.8081
ZRH,SKP,1198296.72891
AGP,STR,1738873.82582
AGP,TXL,2245874.97628
ALG,CGN,1606805.10426
AMS,HAM,379355.799963
AOI,DUS,985930.962989
AOI,TXL,994464.506336
ARN,CGN,1188765.88833
ARN,DUS,1162410.78112
ARN,HAM,825509.372831
ATH,CGN,1952693.23125
ATH,STR,1682158.12254
AYT,CGN,2432079.78603
BCN,CGN,1132749.96267
BCN,DUS,1167411.69882
BCN,HAJ,1367599.42355
BCN,HAM,1492564.49641
BCN,STR,994656.155149
BDS,STR,1127018.69774
BEG,STR,946774.879191
BGO,HAM,794824.863507
BHX,HAM,794490.832671
BHX,TXL,1015855.57196
BIA,CGN,941334.985327
BIA,DUS,992972.139169
BIA,HAM,1232348.18167
BIA,STR,682729.434793
BIA,TXL,1148340.45575
BIO,DUS,1147630.85096
BIO,STR,1110409.62284
BLQ,CGN,768949.062854
BLQ,TXL,904212.101814
BRE,STR,485504.818893
BRI,CGN,1309752.01944
BRI,DUS,1363030.54698
BRI,STR,1027175.1382
BRU,STR,419514.200631
BSL,DUS,415030.903258
BUD,CGN,958452.859336
BUD,HAM,948937.779873
BUD,STR,757940.143099
CAG,CGN,1300046.29866
CAG,DUS,1350300.83526
CAG,STR,1049588.24293
CDG,HAM,727847.161555
CFU,CGN,1597915.36123
CFU,DRS,1367874.25142
CFU,STR,1319771.73402
CGN,ALG,1606805.10426
CGN,ARN,1188765.88833
CGN,ATH,1952693.23125
CGN,AYT,2432079.78603
CGN,BCN,1132749.96267
CGN,BIA,941334.985327
CGN,BLQ,768949.062854
CGN,BRI,1309752.01944
CGN,BUD,958452.859336
CGN,CAG,1300046.29866
CGN,CFU,1597915.36123
CGN,CLY,935269.604682
CGN,CTA,1616161.75859
CGN,DBV,1251180.71
CGN,DRS,464355.621925
CGN,DUB,956686.137225
CGN,EDI,895806.415333
CGN,FAO,1950512.88813
CGN,FCO,1080550.4958
CGN,FDH,394564.064714
CGN,HAM,363275.490586
CGN,HDF,581536.376182
CGN,HER,2251434.29409
CGN,IBZ,1407849.81606
CGN,JMK,2072283.29018
CGN,JTR,2171023.41021
CGN,KGS,2224466.74506
CGN,KLU,705646.580504
CGN,KVA,1740021.29405
CGN,LEJ,361115.447633
CGN,LHR,534240.052358
CGN,LIS,1850455.04093
CGN,LPA,3174632.81689
CGN,MAN,699417.725132
CGN,MXP,593818.935333
CGN,NAP,1238638.07581
CGN,NCE,801456.986164
CGN,NDR,1945739.55764
CGN,OLB,1123290.28379
CGN,PMI,1303937.98271
CGN,PMO,1486548.32964
CGN,PRG,510496.798973
CGN,PSA,835176.496612
CGN,PUY,833909.752002
CGN,RAK,2478393.88941
CGN,RHO,2314018.44672
CGN,RJK,835512.368821
CGN,RLG,486217.120364
CGN,SAW,2030349.63101
CGN,SJJ,1148211.23016
CGN,SKG,1677170.46992
CGN,SPU,1067083.39954
CGN,STN,492463.957281
CGN,SUF,1508217.66592
CGN,SZG,544839.1617
CGN,TLV,3087985.21202
CGN,TUN,1577516.8154
CGN,TXL,463174.381477
CGN,VCE,709840.855042
CGN,VIE,745991.884806
CGN,VRN,668556.053057
CGN,WAW,965929.93593
CGN,XRY,1887941.98806
CGN,ZAD,970706.030488
CGN,ZAG,870913.23494
CGN,ZRH,391756.254464
CLY,CGN,935269.604682
CTA,CGN,1616161.75859
CTA,DUS,1670006.50389
CTA,HAJ,1718991.13609
CTA,HAM,1839117.91859
CTA,STR,1334164.82741
CTA,TXL,1683933.58608
CWL,DUS,701778.263513
DBV,CGN,1251180.71
DBV,DUS,1302640.74753
DBV,HAJ,1273641.92531
DBV,HAM,1373721.74164
DBV,STR,978152.456027
DBV,TXL,1172180.12045
DRS,CFU,1367874.25142
DRS,CGN,464355.621925
DRS,DUS,487761.452318
DRS,STR,423789.895444
DTM,HDF,512646.008122
DTM,MUC,461423.429303
DTM,PMI,1382939.6748
DTM,SAW,2032370.45652
DTM,SPU,1099511.22964
DUB,CGN,956686.137225
DUB,DUS,915108.590716
DUS,AOI,985930.962989
DUS,ARN,1162410.78112
DUS,BCN,1167411.69882
DUS,BIA,992972.139169
DUS,BIO,1147630.85096
DUS,BRI,1363030.54698
DUS,BSL,415030.903258
DUS,CAG,1350300.83526
DUS,CTA,1670006.50389
DUS,CWL,701778.263513
DUS,DBV,1302640.74753
DUS,DRS,487761.452318
DUS,DUB,915108.590716
DUS,GVA,563747.907808
DUS,HDF,575672.346493
DUS,HER,2302813.25195
DUS,IBZ,1443146.93311
DUS,KTW,867545.190731
DUS,LEJ,380371.025284
DUS,LYS,630739.159533
DUS,MAD,1439387.33267
DUS,MPL,883046.968876
DUS,MXP,645577.280492
DUS,NQY,829947.773539
DUS,NUE,364006.30357
DUS,OLB,1174488.83806
DUS,PMI,1341961.18785
DUS,POZ,701644.924934
DUS,PRG,543821.21402
DUS,PRN,1449170.57024
DUS,SKG,1726634.23976
DUS,SPU,1119307.92461
DUS,SUF,1562085.86549
DUS,TRN,680166.574094
DUS,VCE,763498.456033
DUS,WAW,981286.629307
DUS,WRO,704854.6061
DUS,ZAD,1023225.57231
EDI,CGN,895806.415333
FAO,CGN,1950512.88813
FAO,HAM,2306391.32856
FAO,STR,1901942.71212
FCO,CGN,1080550.4958
FCO,HAJ,1200542.89185
FCO,HAM,1325651.88286
FCO,STR,801324.234036
FCO,TXL,1198455.76636
FDH,CGN,394564.064714
FKB,HAM,555494.644137
FMM,HAM,627568.036455
FMM,TXL,552375.78208
FRA,HDF,575198.686515
GVA,DUS,563747.907808
GVA,HAM,867281.315441
HAJ,BCN,1367599.42355
HAJ,CTA,1718991.13609
HAJ,DBV,1273641.92531
HAJ,FCO,1200542.89185
HAJ,HER,2262230.51055
HAJ,MXP,762688.255688
HAJ,NAP,1333488.27701
HAJ,PMI,1530781.05244
HAJ,PRN,1387809.48346
HAJ,SAW,1961970.30822
HAJ,SKG,1667002.52138
HAJ,SPU,1106294.14135
HAJ,STN,647139.547531
HAJ,STR,420606.646775
HAJ,SUF,1589436.32868
HAJ,VCE,797408.567659
HAJ,VIE,687406.607006
HAM,AMS,379355.799963
HAM,ARN,825509.372831
HAM,BCN,1492564.49641
HAM,BGO,794824.863507
HAM,BHX,794490.832671
HAM,BIA,1232348.18167
HAM,BUD,948937.779873
HAM,CDG,727847.161555
HAM,CGN,363275.490586
HAM,CTA,1839117.91859
HAM,DBV,1373721.74164
HAM,FAO,2306391.32856
HAM,FCO,1325651.88286
HAM,FKB,555494.644137
HAM,FMM,627568.036455
HAM,GVA,867281.315441
HAM,HER,2352960.47357
HAM,KLU,836177.568063
HAM,LHR,745109.768005
HAM,MAD,1778954.24233
HAM,MAN,810830.984948
HAM,MXP,894114.432375
HAM,NAP,1453145.32495
HAM,NCE,1127157.0548
HAM,NUE,465418.726313
HAM,OLB,1416140.5578
HAM,OSL,732919.29523
HAM,PMI,1658572.34293
HAM,PRG,489777.118398
HAM,PRN,1474361.99132
HAM,RJK,991980.205457
HAM,SAW,2019744.28004
HAM,SKG,1752362.47703
HAM,SPU,1213147.6845
HAM,STR,551943.418405
HAM,TLS,1277920.36847
HAM,VCE,919273.601386
HAM,VIE,767465.400276
HAM,VRN,917938.733291
HAM,ZRH,693050.662614
HDF,CGN,581536.376182
HDF,DTM,512646.008122
HDF,DUS,575672.346493
HDF,FRA,575198.686515
HDF,STR,670800.94187
HEL,TXL,1118846.8874
HER,CGN,2251434.29409
HER,DUS,2302813.25195
HER,HAJ,2262230.51055
HER,HAM,2352960.47357
HER,STR,1977286.7693
HER,TXL,2131949.41933
IBZ,CGN,1407849.81606
IBZ,DUS,1443146.93311
IBZ,STR,1258844.20577
IBZ,TXL,1775758.77964
JMK,CGN,2072283.29018
JTR,CGN,2171023.41021
KGS,CGN,2224466.74506
KLU,CGN,705646.580504
KLU,HAM,836177.568063
KLU,TXL,662276.815742
KRK,STR,779323.605167
KTW,DUS,867545.190731
KVA,CGN,1740021.29405
KVA,STR,1486649.35355
LEJ,CGN,361115.447633
LEJ,DUS,380371.025284
LEJ,STR,373378.330814
LHR,CGN,534240.052358
LHR,HAM,745109.768005
LHR,STR,756485.626875
LHR,TXL,947039.182135
LIN,TXL,843142.055574
LIS,CGN,1850455.04093
LIS,STR,1833042.09127
LPA,CGN,3174632.81689
LYS,DUS,630739.159533
MAD,DUS,1439387.33267
MAD,HAM,1778954.24233
MAN,CGN,699417.725132
MAN,HAM,810830.984948
MPL,DUS,883046.968876
MUC,DTM,461423.429303
MXP,CGN,593818.935333
MXP,DUS,645577.280492
MXP,HAJ,762688.255688
MXP,HAM,894114.432375
MXP,STR,342216.421369
NAP,CGN,1238638.07581
NAP,HAJ,1333488.27701
NAP,HAM,1453145.32495
NAP,STR,954970.275215
NCE,CGN,801456.986164
NCE,HAM,1127157.0548
NCE,TXL,1086668.64983
NDR,CGN,1945739.55764
NQY,DUS,829947.773539
NUE,DUS,364006.30357
NUE,HAM,465418.726313
NUE,TXL,374080.192011
OLB,CGN,1123290.28379
OLB,DUS,1174488.83806
OLB,HAM,1416140.5578
OLB,STR,866655.968983
OSL,HAM,732919.29523
PMI,CGN,1303937.98271
PMI,DTM,1382939.6748
PMI,DUS,1341961.18785
PMI,HAJ,1530781.05244
PMI,HAM,1658572.34293
PMI,STR,1139503.53907
PMI,TXL,1656023.62972
PMO,CGN,1486548.32964
POZ,DUS,701644.924934
PRG,CGN,510496.798973
PRG,DUS,543821.21402
PRG,HAM,489777.118398
PRN,DUS,1449170.57024
PRN,HAJ,1387809.48346
PRN,HAM,1474361.99132
PRN,STR,1140889.45935
PRN,TXL,1251765.03717
PSA,CGN,835176.496612
PUY,CGN,833909.752002
RAK,CGN,2478393.88941
RHO,CGN,2314018.44672
RJK,CGN,835512.368821
RJK,HAM,991980.205457
RJK,STR,560030.553393
RLG,CGN,486217.120364
RLG,STR,618820.167962
SAW,CGN,2030349.63101
SAW,DTM,2032370.45652
SAW,HAJ,1961970.30822
SAW,HAM,2019744.28004
SAW,STR,1798562.1599
SAW,TXL,1773334.35786
SJJ,CGN,1148211.23016
SJJ,STR,883959.352072
SJJ,TXL,1040128.16984
SKG,CGN,1677170.46992
SKG,DUS,1726634.23976
SKG,HAJ,1667002.52138
SKG,HAM,1752362.47703
SKG,STR,1414006.79531
SPU,CGN,1067083.39954
SPU,DTM,1099511.22964
SPU,DUS,1119307.92461
SPU,HAJ,1106294.14135
SPU,HAM,1213147.6845
SPU,STR,790256.596996
SPU,TXL,1027475.03763
STN,CGN,492463.957281
STN,HAJ,647139.547531
STN,STR,729957.176939
STR,AGP,1738873.82582
STR,ATH,1682158.12254
STR,BCN,994656.155149
STR,BDS,1127018.69774
STR,BEG,946774.879191
STR,BIA,682729.434793
STR,BIO,1110409.62284
STR,BRE,485504.818893
STR,BRI,1027175.1382
STR,BRU,419514.200631
STR,BUD,757940.143099
STR,CAG,1049588.24293
STR,CFU,1319771.73402
STR,CTA,1334164.82741
STR,DBV,978152.456027
STR,DRS,423789.895444
STR,FAO,1901942.71212
STR,FCO,801324.234036
STR,HAJ,420606.646775
STR,HAM,551943.418405
STR,HDF,670800.94187
STR,HER,1977286.7693
STR,IBZ,1258844.20577
STR,KRK,779323.605167
STR,KVA,1486649.35355
STR,LEJ,373378.330814
STR,LHR,756485.626875
STR,LIS,1833042.09127
STR,MXP,342216.421369
STR,NAP,954970.275215
STR,OLB,866655.968983
STR,PMI,1139503.53907
STR,PRN,1140889.45935
STR,RJK,560030.553393
STR,RLG,618820.167962
STR,SAW,1798562.1599
STR,SJJ,883959.352072
STR,SKG,1414006.79531
STR,SPU,790256.596996
STR,STN,729957.176939
STR,SUF,1223963.0599
STR,TXL,516939.333118
STR,VIE,546046.652372
STR,ZAD,692466.899842
STR,ZAG,611844.548319
SUF,CGN,1508217.66592
SUF,DUS,1562085.86549
SUF,HAJ,1589436.32868
SUF,STR,1223963.0599
SZG,CGN,544839.1617
TLS,HAM,1277920.36847
TLV,CGN,3087985.21202
TRN,DUS,680166.574094
TUN,CGN,1577516.8154
TXL,AGP,2245874.97628
TXL,AOI,994464.506336
TXL,BHX,1015855.57196
TXL,BIA,1148340.45575
TXL,BLQ,904212.101814
TXL,CGN,463174.381477
TXL,CTA,1683933.58608
TXL,DBV,1172180.12045
TXL,FCO,1198455.76636
TXL,FMM,552375.78208
TXL,HEL,1118846.8874
TXL,HER,2131949.41933
TXL,IBZ,1775758.77964
TXL,KLU,662276.815742
TXL,LHR,947039.182135
TXL,LIN,843142.055574
TXL,NCE,1086668.64983
TXL,NUE,374080.192011
TXL,PMI,1656023.62972
TXL,PRN,1251765.03717
TXL,SAW,1773334.35786
TXL,SJJ,1040128.16984
TXL,SPU,1027475.03763
TXL,STR,516939.333118
TXL,VIE,546704.83743
TXL,VRN,815492.19545
TXL,ZAD,951893.698199
VCE,CGN,709840.855042
VCE,DUS,763498.456033
VCE,HAJ,797408.567659
VCE,HAM,919273.601386
VIE,CGN,745991.884806
VIE,HAJ,687406.607006
VIE,HAM,767465.400276
VIE,STR,546046.652372
VIE,TXL,546704.83743
VRN,CGN,668556.053057
VRN,HAM,917938.733291
VRN,TXL,815492.19545
WAW,CGN,965929.93593
WAW,DUS,981286.629307
WRO,DUS,704854.6061
XRY,CGN,1887941.98806
ZAD,CGN,970706.030488
ZAD,DUS,1023225.57231
ZAD,STR,692466.899842
ZAD,TXL,951893.698199
ZAG,CGN,870913.23494
ZAG,STR,611844.548319
ZRH,CGN,391756.254464
ZRH,HAM,693050.662614
AKP,FAI,407149.201349
BTT,AKP,135923.952792
BTT,CXF,69566.148463
CEM,IRC,42857.3911182
CIK,FAI,277013.0847
CIK,FYU,67176.5044403
CXF,AKP,118300.117022
FAI,BTT,286869.718383
FAI,CEM,166414.946373
FAI,CIK,277013.0847
FAI,FYU,228796.971383
FAI,MLY,133014.748637
FAI,RMP,131589.430797
FAI,SVS,
FAI,TAL,202367.113417
FAI,WBQ,173265.700686
FYU,CIK,67176.5044403
FYU,FAI,228796.971383
IRC,FAI,208467.247608
MLY,MNT,61888.1281708
MNT,FAI,80011.111035
RMP,FAI,131589.430797
SVS,FAI,
SVS,WBQ,
TAL,FAI,202367.113417
WBQ,FAI,173265.700686
WBQ,SVS,
AKI,TLT,25773.5637478
ATT,KUK,5745922.66576
BET,ATT,5707851.9736
BET,EEK,63956.430551
BET,GNU,185404.795014
BET,KPN,152974.119414
BET,KWN,113950.821198
BET,KWT,21436.4139877
BET,MLL,121048.111323
BET,NME,159861.09192
BET,WNA,
BET,WTL,67049.5906264
CYF,BET,151369.151383
EEK,BET,63956.430551
EEK,KWN,52178.088329
GNU,PTU,18191.2647098
KKH,KWK,18572.0655011
KKI,AKI,
KPN,CYF,27891.8929221
KUK,NUP,5860.08999728
KWK,BET,124314.014731
KWN,BET,113950.821198
KWN,EEK,52178.088329
KWT,KKI,
MLL,PQS,46394.2247645
NME,OOK,22549.9464318
NUP,BET,35456.2243892
OOK,TNK,10773.1913329
PKA,BET,
PQS,BET,140300.96843
PTU,BET,196642.211676
TLT,BET,58690.2270778
TNK,WWT,52989.1140358
WNA,PKA,
WTL,KKH,43290.8317488
WWT,BET,152798.595384
BOC,SJO,226572.624124
DRK,SJO,154822.551415
FON,XQP,127656.748468
GLF,PJM,18758.066717
LIR,SJO,160605.189647
LIR,SYQ,169181.868488
LIR,TNO,42844.7774375
MGA,SJO,320532.580154
NOB,TMU,74859.1042777
PJM,SJO,190582.685844
PMZ,SJO,141553.392496
SJO,BOC,226572.624124
SJO,DRK,154822.551415
SJO,FON,71189.2784375
SJO,GLF,186905.03085
SJO,MGA,320532.580154
SJO,NOB,158166.245856
SJO,PJM,190582.685844
SJO,TMU,92645.2719701
SJO,TNO,184381.888211
SJO,TTQ,99274.1746459
SJO,XQP,61844.3261748
SYQ,LIR,169181.868488
TMU,SJO,92645.2719701
TNO,LIR,42844.7774375
TNO,SJO,184381.888211
TTQ,SJO,99274.1746459
XQP,PMZ,90894.6793181
XQP,SJO,61844.3261748
ACC,KMS,200001.584871
KMS,ACC,200001.584871
EDL,LOK,304954.502954
EDL,NBO,268294.758585
JUB,NBO,907762.237307
KIS,EDL,78691.0195084
KIS,NBO,280275.663656
LAU,MYD,141141.518102
LOK,EDL,304954.502954
MBA,NBO,422972.758728
MBA,ZNZ,246620.512457
MYD,LAU,141141.518102
MYD,NBO,411682.388748
NBO,EDL,268294.758585
NBO,JUB,907762.237307
NBO,KIS,280275.663656
NBO,LOK,515129.312204
NBO,MBA,422972.758728
NBO,MYD,411682.388748
ZNZ,MBA,246620.512457
BCD,CEB,120680.910293
BCD,CGY,308732.744007
BCD,DVO,491883.020857
BCD,MNL,477242.211251
BKI,MNL,1096990.66836
BKK,MNL,2187541.19727
BWN,MNL,1255225.66124
BXU,CEB,223000.184174
BXU,MNL,785655.654349
CAN,MNL,1277979.03207
CBO,MNL,887661.510022
CEB,BCD,120680.910293
CEB,BXU,223000.184174
CEB,CGM,141746.967652
CEB,CGY,221496.247721
CEB,CRK,657004.349436
CEB,DGT,131375.471135
CEB,DPL,202488.04802
CEB,DVO,398404.08423
CEB,GES,487150.258221
CEB,HKG,1711454.48231
CEB,IAO,
CEB,ICN,3030342.9201
CEB,ILO,163147.831917
CEB,KLO,232143.310437
CEB,LGP,317867.645324
CEB,MNL,566997.961782
CEB,MPH,284763.45651
CEB,OZC,237219.664343
CEB,PAG,281674.845548
CEB,PPS,575091.717353
CEB,PUS,2810884.88605
CEB,SIN,2422521.26048
CEB,SUG,175245.5958
CEB,TAC,153559.604424
CEB,USU,468727.174896
CEB,ZAM,431529.236982
CGK,MNL,2788126.92987
CGM,CEB,141746.967652
CGY,BCD,308732.744007
CGY,CEB,221496.247721
CGY,DVO,183220.391853
CGY,ILO,341420.032948
CGY,MNL,782342.71936
CRK,CEB,657004.349436
CRK,HKG,1056457.28217
CRK,MFM,1066565.0585
CRK,SIN,2381611.8544
CYZ,MNL,280437.381047
DGT,CEB,131375.471135
DGT,MNL,626616.133052
DPL,CEB,202488.04802
DPL,DVO,302883.008733
DPL,MNL,703573.130668
DPS,MNL,2665362.47894
DVO,BCD,491883.020857
DVO,CEB,398404.08423
DVO,CGY,183220.391853
DVO,DPL,302883.008733
DVO,ILO,524492.097141
DVO,MNL,963786.920099
DVO,PPS,811402.151103
DVO,ZAM,396411.118866
DXB,MNL,6905989.51138
GES,CEB,487150.258221
GES,ILO,591511.611961
GES,MNL,1041714.40881
HAN,MNL,1773079.67138
HKG,CEB,1711454.48231
HKG,CRK,1056457.28217
HKG,ILO,1582841.21808
HKG,MNL,1145854.32766
HKT,MNL,2573523.04763
IAO,CEB,
ICN,CEB,3030342.9201
ICN,KLO,2896308.02654
ICN,MNL,2608840.14865
ILO,CEB,163147.831917
ILO,CGY,341420.032948
ILO,DVO,524492.097141
ILO,GES,591511.611961
ILO,HKG,1582841.21808
ILO,MNL,453349.675739
ILO,PPS,428183.007115
ILO,SIN,2298214.3586
KIX,MNL,2635486.62689
KLO,CEB,232143.310437
KLO,ICN,2896308.02654
KLO,MNL,347210.400996
KUL,MNL,2489852.60241
LAO,MNL,411332.149776
LGP,CEB,317867.645324
LGP,MNL,330531.952357
MFM,CRK,1066565.0585
MFM,MNL,1155558.38106
MNL,BCD,477242.211251
MNL,BKI,1096990.66836
MNL,BKK,2187541.19727
MNL,BWN,1255225.66124
MNL,BXU,785655.654349
MNL,CAN,1277979.03207
MNL,CBO,887661.510022
MNL,CEB,566997.961782
MNL,CGK,2788126.92987
MNL,CGY,782342.71936
MNL,CYZ,280437.381047
MNL,DGT,626616.133052
MNL,DPL,703573.130668
MNL,DPS,2665362.47894
MNL,DVO,963786.920099
MNL,DXB,6905989.51138
MNL,GES,1041714.40881
MNL,HAN,1773079.67138
MNL,HKG,1145854.32766
MNL,HKT,2573523.04763
MNL,ICN,2608840.14865
MNL,ILO,453349.675739
MNL,KIX,2635486.62689
MNL,KLO,347210.400996
MNL,KUL,2489852.60241
MNL,LAO,411332.149776
MNL,LGP,330531.952357
MNL,MFM,1155558.38106
MNL,MPH,304903.363254
MNL,NGO,2759922.996
MNL,NRT,3050839.1667
MNL,OZC,768116.893748
MNL,PAG,789082.22472
MNL,PEK,2875981.70408
MNL,PPS,584196.488393
MNL,PUS,2431029.3585
MNL,PVG,1851430.41204
